9/5/19, 7:25 PM - Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more.
9/5/19, 7:25 PM - Jeetu....: <Media omitted>
10/8/19, 9:07 AM - Jeetu....: 25rs wala earphone lete ayio
10/8/19, 9:08 AM - Aditya T 10: Haa benchood dukan kholi hai mene
10/8/19, 9:08 AM - Aditya T 10: 😂😂
10/8/19, 9:08 AM - Jeetu....: Haa bsdk
10/8/19, 9:08 AM - Aditya T 10: Hmm
10/8/19, 9:08 AM - Jeetu....: Mere kharab ho gaya 1 kaan ka
10/8/19, 9:09 AM - Jeetu....: Replacement me daal raha hu aaj
10/8/19, 9:09 AM - Aditya T 10: Haoo
10/8/19, 9:10 AM - Aditya T 10: Par sun  mere pai sirf 5 piece bachhe hai
10/8/19, 9:10 AM - Jeetu....: Ok
10/8/19, 9:10 AM - Aditya T 10: Aab tum log dhek lena kis kis ko lene hai
10/8/19, 9:10 AM - Jeetu....: 10- 20 din ke liye chahiye mujhe bs
10/8/19, 9:10 AM - Aditya T 10: Haa
10/8/19, 9:11 AM - Jeetu....: Ok
10/8/19, 9:11 AM - Aditya T 10: Ek baar bika hua maal bapis nii kiya jave ga🤣🤣
10/8/19, 9:22 AM - Jeetu....: Chal Tu rahne de
10/8/19, 9:23 AM - Jeetu....: Sale 1 barr le liya 1 ganne suna phir mar gaya tera earphone phir kya hoga 😂
10/8/19, 9:30 PM - Aditya T 10: Paise duub jayenge
10/12/19, 9:00 PM - Jeetu....: kuch naya
10/12/19, 9:00 PM - Jeetu....: Aya hai
10/12/19, 9:03 PM - Aditya T 10: Bhag bsdk
10/12/19, 9:09 PM - Jeetu....: <Media omitted>
10/13/19, 9:24 PM - Jeetu....: <Media omitted>
10/13/19, 9:24 PM - Aditya T 10: Kya hai
10/13/19, 9:24 PM - Aditya T 10: Jei
10/13/19, 9:25 PM - Jeetu....: Tu nahi smjh payga
10/13/19, 9:25 PM - Jeetu....: It's soo deep
10/13/19, 9:32 PM - Jeetu....: https://m.facebook.com/Lmaololzz/videos/894383110944631/?sfnsn=scwspwa&d=w&vh=e&funlid=4RnDYddUM0RB11jM
10/15/19, 1:24 AM - Jeetu....: <Media omitted>
10/17/19, 4:23 PM - Aditya T 10: <Media omitted>
10/17/19, 4:23 PM - Jeetu....: 🤣
10/17/19, 4:23 PM - Jeetu....: <Media omitted>
10/17/19, 4:24 PM - Jeetu....: <Media omitted>
10/17/19, 4:24 PM - Aditya T 10: 🤣
10/17/19, 9:42 PM - Jeetu....: Kya hua bsdk
10/17/19, 9:42 PM - Aditya T 10: Tera kyu mood off hai
10/17/19, 9:44 PM - Jeetu....: Abe kuch nahi be dost se baat kr raha tha 
Humlog ke bare me kisi se bitching kr di hai chem. Wali se 
To wo chid gai hai madarchod
10/17/19, 9:44 PM - Jeetu....: Aya kyu tha bol
10/17/19, 9:46 PM - Aditya T 10: Idhar aja. Bata ra
10/17/19, 9:47 PM - Aditya T 10: Room mai a phir batata huu
10/17/19, 9:49 PM - Jeetu....: 10min me ata huu
10/17/19, 9:49 PM - Aditya T 10: Haao
10/17/19, 9:49 PM - Aditya T 10: Ja mara 10 min tak
10/17/19, 9:58 PM - Jeetu....: Madarchod
10/17/19, 10:00 PM - Aditya T 10: Bhag bsdk
10/17/19, 10:08 PM - Jeetu....: <Media omitted>
10/18/19, 1:41 AM - Jeetu....: <Media omitted>
10/19/19, 12:20 AM - Jeetu....: <Media omitted>
10/20/19, 9:52 AM - Jeetu....: <Media omitted>
10/20/19, 9:52 AM - Jeetu....: <Media omitted>
10/20/19, 9:00 PM - Jeetu....: <Media omitted>
10/20/19, 9:23 PM - Aditya T 10: Are bhai
10/22/19, 7:27 PM - Jeetu....: Betichod
10/22/19, 7:27 PM - Jeetu....: <Media omitted>
10/22/19, 7:28 PM - Aditya T 10: Are bhai bhai
10/22/19, 7:29 PM - Jeetu....: Aur bhej
10/22/19, 7:29 PM - Jeetu....: 😂😂
10/22/19, 7:29 PM - Aditya T 10: Ek hei hai
10/28/19, 3:15 PM - Jeetu....: Gaand fat gai bc itne me
10/28/19, 3:28 PM - Aditya T 10: Abbe gali Kam Diya kar
10/28/19, 3:28 PM - Aditya T 10: Ghar pai huu
10/28/19, 3:28 PM - Jeetu....: Okk
10/28/19, 3:29 PM - Jeetu....: 😊😊
10/28/19, 3:29 PM - Jeetu....: Kab aa raha hai wapas
10/28/19, 3:29 PM - Aditya T 10: 30 ko
10/28/19, 3:29 PM - Aditya T 10: Or tu
10/28/19, 3:29 PM - Jeetu....: 1ko subah pahuch jaunga
10/28/19, 3:40 PM - Aditya T 10: Ohhhk
10/29/19, 2:25 PM - Jeetu....: Abr cancel tune kiya
10/29/19, 2:25 PM - Jeetu....: Kattle
10/29/19, 2:25 PM - Jeetu....: Electric
10/29/19, 2:25 PM - Aditya T 10: Haa
10/29/19, 2:25 PM - Jeetu....: Kyuu
10/29/19, 2:26 PM - Jeetu....: Bata
10/29/19, 2:26 PM - Jeetu....: ?
10/29/19, 2:30 PM - Aditya T 10: Pata nii
10/29/19, 2:30 PM - Jeetu....: Mai kr de raha hu
10/29/19, 2:30 PM - Aditya T 10: Are mujhe laga kiss nei galti sei kardi
10/29/19, 2:30 PM - Jeetu....: Phir aw
10/29/19, 2:30 PM - Aditya T 10: Ruk Mai Kare deta hu
10/29/19, 2:30 PM - Jeetu....: Se"
10/29/19, 2:30 PM - Aditya T 10: Mai kar ra
10/29/19, 2:30 PM - Jeetu....: Mai karunga
10/29/19, 2:30 PM - Jeetu....: 🤣
10/29/19, 2:30 PM - Aditya T 10: Nii Mai karunga
10/29/19, 2:31 PM - Aditya T 10: 😂
10/29/19, 2:31 PM - Jeetu....: Kr diya
10/29/19, 2:31 PM - Jeetu....: 🤣🤣
10/29/19, 2:31 PM - Jeetu....: 10coin use kiya Tera
10/29/19, 2:31 PM - Jeetu....: 🤣
10/29/19, 2:32 PM - Aditya T 10: Gaand Mar dunga teri
10/29/19, 2:32 PM - Aditya T 10: Coins sei hath mat laga
10/29/19, 2:32 PM - Jeetu....: Bc wapas aa jyga
10/29/19, 2:32 PM - Jeetu....: 16
10/29/19, 2:32 PM - Jeetu....: Tu mara le apni
10/29/19, 2:33 PM - Aditya T 10: 27 super coins use huei hai
10/29/19, 2:33 PM - Aditya T 10: Chutiye
10/29/19, 2:33 PM - Jeetu....: Haa to order delivery hone kee baad 16
10/29/19, 2:33 PM - Jeetu....: Mil jyange
10/29/19, 2:34 PM - Aditya T 10: Abbee badi muskil sei collect kar hai
10/29/19, 2:34 PM - Aditya T 10: Apni I'd see order karlei
10/29/19, 2:34 PM - Aditya T 10: Mai phir cancel kardunga
10/29/19, 2:34 PM - Jeetu....: Chal ab saant rah
10/29/19, 2:34 PM - Jeetu....: Ro mt
10/29/19, 2:34 PM - Jeetu....: 😂😂
10/29/19, 2:35 PM - Jeetu....: Nahi mr jayga
10/29/19, 2:35 PM - Aditya T 10: Mai cancel kar ra😇
10/29/19, 2:35 PM - Jeetu....: Mai phir se kr dunga
10/29/19, 2:35 PM - Jeetu....: Abe rahne de
10/29/19, 2:35 PM - Jeetu....: 10to hai bs
10/29/19, 2:35 PM - Jeetu....: Bsdk
10/29/19, 2:35 PM - Aditya T 10: Haa
10/29/19, 2:35 PM - Aditya T 10: Theek hai ja jei lei apni zindgi
10/29/19, 2:36 PM - Jeetu....: 🖕🖕🖕🖕
10/29/19, 2:36 PM - Jeetu....: Ghr pe bach gya 😂😂😂
10/29/19, 2:36 PM - Aditya T 10: Kiss baat pai
10/29/19, 2:36 PM - Jeetu....: Bc log out kr diya
10/29/19, 2:37 PM - Jeetu....: Mere ko
10/29/19, 2:37 PM - Jeetu....: Flipkart
10/29/19, 2:37 PM - Jeetu....: Se
10/29/19, 2:37 PM - Jeetu....: Otp
10/29/19, 2:38 PM - Aditya T 10: This message was deleted
10/29/19, 2:38 PM - Aditya T 10: 483446
10/29/19, 2:52 PM - Jeetu....: Oye
10/29/19, 2:52 PM - Jeetu....: Otp
10/29/19, 2:52 PM - Aditya T 10: This message was deleted
10/29/19, 2:52 PM - Aditya T 10: 445846
10/29/19, 2:59 PM - Jeetu....: Cancel kr diya
10/29/19, 2:59 PM - Jeetu....: Maine
10/29/19, 3:00 PM - Jeetu....: Nahi le raha katley
10/29/19, 3:00 PM - Jeetu....: Mood change kr liya
10/29/19, 3:00 PM - Jeetu....: 😊
10/29/19, 3:04 PM - Aditya T 10: Kyu bhaiya
10/29/19, 3:04 PM - Aditya T 10: Abb Kya ho gyq
10/29/19, 3:04 PM - Jeetu....: Aise hi
10/29/19, 3:04 PM - Jeetu....: Check kr le cancel ho gaya
10/29/19, 3:04 PM - Jeetu....: Hai
10/29/19, 3:04 PM - Jeetu....: Na
10/29/19, 3:04 PM - Jeetu....: Mere me se log out hogaya
10/29/19, 3:10 PM - Aditya T 10: Ohkohk
10/29/19, 3:10 PM - Jeetu....: Ok
10/29/19, 3:18 PM - Jeetu....: Cancel ho gaya hai na
10/29/19, 3:19 PM - Aditya T 10: Mene nii dheka
10/29/19, 3:20 PM - Jeetu....: Dekh le
10/29/19, 3:20 PM - Jeetu....: Aur kr de
10/29/19, 3:21 PM - Jeetu....: Sare cancel 😀
10/31/19, 10:52 AM - Jeetu....: Abe rangoli hai
10/31/19, 10:53 AM - Aditya T 10: Nii bae
10/31/19, 10:53 AM - Aditya T 10: Tere Pai hai kya
10/31/19, 10:53 AM - Jeetu....: Hota to tere se kyu mangata 🤣
10/31/19, 10:53 AM - Jeetu....: Khaa hai
10/31/19, 10:53 AM - Aditya T 10: College mai
10/31/19, 10:54 AM - Aditya T 10: <Media omitted>
10/31/19, 10:54 AM - Jeetu....: Bsdk
10/31/19, 10:54 AM - Jeetu....: Padh le
10/31/19, 10:54 AM - Jeetu....: Ab
10/31/19, 10:54 AM - Aditya T 10: 😂
10/31/19, 10:54 AM - Jeetu....: 🤣
11/4/19, 8:54 AM - Jeetu....: <Media omitted>
11/4/19, 8:55 AM - Aditya T 10: Dheki hai
11/4/19, 8:55 AM - Jeetu....: Piyush
11/4/19, 8:55 AM - Jeetu....: Ko
11/4/19, 8:55 AM - Jeetu....: Bhej de
11/4/19, 8:56 AM - Aditya T 10: Usne bhi dheki hai
11/4/19, 4:44 PM - Aditya T 10: Girl......
             मैं हु लडक़ी झील की,
             चूत मेरी स्टील की,
             चोद सके ना हाथी घोड़े,
             तू क्या चोदेगा भेन के लोडे...?
     😂😂😝🙊🙊😝😂😂

Boy........

             नाम है मेरा पप्पन पिल्लो,
             लंड का वजन छप्पन किल्लौ,
             जमीन पे मारू कुआ खुद जाए..
             तू तो क्या तेरी माँ भी चुद जाए❗
     😂😂😝🙊🙊😝😂😂
11/4/19, 7:44 PM - Aditya T 10: <Media omitted>
11/5/19, 11:00 AM - Jeetu....: <Media omitted>
11/5/19, 11:09 AM - Aditya T 10: Bsdk padh lei
11/5/19, 11:12 AM - Aditya T 10: Aur padhne dee
11/5/19, 11:13 AM - Jeetu....: 🤣🤣
11/9/19, 11:20 AM - Aditya T 10: user1564023414898
8b495969b7ca
11/12/19, 9:32 PM - Jeetu....: https://www.pornflip.com/v/GYNFUhzjCdT
11/12/19, 9:55 PM - Jeetu....: https://yandex.com/video/touch/search?p=1&filmId=4003510569086051949&text=Indian%20porn%20gf%20video
11/14/19, 6:08 PM - Aditya T 10: <Media omitted>
11/14/19, 9:43 PM - Jeetu....: Amul
11/14/19, 9:43 PM - Jeetu....: Doodh bhej
11/14/19, 9:49 PM - Aditya T 10: Delete kar dei
11/14/19, 11:52 PM - Jeetu....: https://kmhd.pw/archives/26971
11/14/19, 11:52 PM - Jeetu....: Try krr
11/14/19, 11:52 PM - Aditya T 10: Nii hui
11/15/19, 12:25 AM - Jeetu....: <Media omitted>
11/17/19, 10:29 PM - Aditya T 10: <Media omitted>
11/18/19, 12:20 AM - Aditya T 10: <Media omitted>
11/18/19, 2:40 PM - Jeetu....: You deleted this message
11/22/19, 10:00 PM - Jeetu....: http://hopeless.fileload.club/zilla/237/Pirates_Of_The_Caribbean_The_Curse_Of_The_Black_Pearl_2003_Bluray.mp4?st=xPICy-nLpocYgBC96Si3tw&e=1574483423
11/22/19, 10:22 PM - Jeetu....: Telegram
11/22/19, 10:22 PM - Jeetu....: Install kr
11/22/19, 10:22 PM - Jeetu....: Waha pe bhej raha hu pirate Ki link
11/25/19, 12:01 AM - Jeetu....: https://youtu.be/Y-DGCwBu0P8
12/1/19, 11:31 AM - Jeetu....: <Media omitted>
12/15/19, 9:30 PM - Aditya T 10: <Media omitted>
12/30/19, 7:22 PM - Jeetu....: Ek earphone
12/30/19, 7:22 PM - Jeetu....: Lete aaiyo
12/30/19, 7:22 PM - Jeetu....: 30wala😅
12/30/19, 7:40 PM - Aditya T 10: Huut chutiya
12/30/19, 7:43 PM - Jeetu....: Bsdk
12/30/19, 7:43 PM - Jeetu....: Lete ana
12/30/19, 7:43 PM - Aditya T 10: Mil gya tho de dunga
12/30/19, 7:43 PM - Jeetu....: Haao
1/7/20, 8:46 PM - Jeetu....: boAt Rockerz 255R Reloaded Super Extra Bass Bluetooth Headset with Mic
http://dl.flipkart.com/dl/boat-rockerz-255r-reloaded-super-extra-bass-bluetooth-headset-mic/p/itmfhvntahz2jwqv?pid=ACCFHVMXFGVPUJPZ&cmpid=product.share.pp
1/17/20, 9:53 PM - Jeetu....: <Media omitted>
1/28/20, 10:35 PM - Jeetu....: Aana
1/28/20, 10:35 PM - Jeetu....: Error aa rhaa
1/28/20, 11:03 PM - Jeetu....: <Media omitted>
1/29/20, 8:13 AM - Jeetu....: <Media omitted>
1/29/20, 11:10 AM - Jeetu....: <Media omitted>
1/30/20, 4:35 PM - Jeetu....: https://porn62.com/xnnx-video-moscow-doctor-xnxx-video-com-guy-hangover-free-prono-sex/
1/31/20, 8:52 PM - Jeetu....: Asus Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) X507UF-EJ281T Laptop
http://dl.flipkart.com/dl/asus-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-x507uf-ej281t-laptop/p/itm2341dfcb71a73?pid=COMFHC2K8JP62MTD&cmpid=product.share.pp
2/1/20, 3:58 PM - Jeetu....: New sagnam
2/1/20, 3:58 PM - Jeetu....: Bhojnalay
2/1/20, 5:07 PM - Aditya T 10: Ohk
2/2/20, 11:30 AM - Jeetu....: Daadu.vcf (file attached)
2/3/20, 8:47 PM - Aditya T 10: <Media omitted>
2/3/20, 9:00 PM - Jeetu....: मैंने अभी-अभी Helo से बहुत सारे पैसे जीते हैं, ज्यादा कैश जीकने के लिए आइए और मुझसे जुड़िए. डाउनलोड करें
http://d.helo-app.com/FEue9n/
2/3/20, 9:00 PM - Jeetu....: मैंने अभी-अभी Helo से बहुत सारे पैसे जीते हैं, ज्यादा कैश जीकने के लिए आइए और मुझसे जुड़िए. डाउनलोड करें
http://d.helo-app.com/FEue9n/
2/3/20, 9:00 PM - Jeetu....: मैंने अभी-अभी Helo से बहुत सारे पैसे जीते हैं, ज्यादा कैश जीकने के लिए आइए और मुझसे जुड़िए. डाउनलोड करें
http://d.helo-app.com/FEue9n/
2/3/20, 9:02 PM - Aditya T 10: <Media omitted>
2/4/20, 8:29 PM - Aditya T 10: Good income Part-Time job. Work from home  on "Helo" mobile application and earn money. 
👇👇 ( Get Rs 300 instantly /- Expire after 24 hours  )👇👇
http://d.helo-app.com/Ye9SUo/
2/4/20, 9:04 PM - Jeetu....: https://www.facebook.com/groups/sarcazm/permalink/1491834844314638/?flite=scwspnss&extid=2Jxyge8eO3FJrjLE
2/5/20, 8:14 AM - Aditya T 10: <Media omitted>
2/7/20, 9:40 PM - Jeetu....: Try this app to get Free Paytm Cash & Free Recharge. Download from this link  http://tbk.bz/f5t6d1ck
2/9/20, 12:29 AM - Aditya T 10: https://www.xnxx.tv/video-t161jf3/fucking_stepsister_in_bed
2/9/20, 7:57 AM - Jeetu....: https://youtu.be/LPsyTf6EK5U
2/9/20, 7:57 AM - Jeetu....: https://www.youtube.com/playlist?list=RDLPsyTf6EK5U
2/9/20, 9:03 AM - Aditya T 10: Bhenchoo
2/9/20, 9:03 AM - Aditya T 10: 500 ka gir gya
2/9/20, 9:03 AM - Aditya T 10: Raste mai
2/9/20, 9:29 AM - Jeetu....: Bsdk
2/9/20, 9:29 AM - Jeetu....: Pagla ho gyaa kya
2/9/20, 9:30 AM - Aditya T 10: Haan ree
2/9/20, 9:30 AM - Aditya T 10: Magic kei paise dei raha tha tab gira diye
2/9/20, 9:37 AM - Jeetu....: 🤦‍♂🤦‍♂🤦‍♂
2/9/20, 9:37 AM - Aditya T 10: 😂
2/9/20, 9:51 AM - Jeetu....: 😅
2/10/20, 5:50 PM - Aditya T 10: Helo app use kar liyo 2 min kei liye
2/10/20, 5:50 PM - Aditya T 10: Jaldi
2/10/20, 6:41 PM - Jeetu....: Haa
2/10/20, 6:43 PM - Aditya T 10: Use kar lei
2/10/20, 6:52 PM - Jeetu....: Ha
2/11/20, 11:15 PM - Jeetu....: Question wali link de
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:17 AM - Jeetu....: <Media omitted>
2/12/20, 8:46 PM - Jeetu....: Hot spot
2/12/20, 8:49 PM - Jeetu....: On kr
2/12/20, 8:51 PM - Aditya T 10: Hao
2/12/20, 8:51 PM - Jeetu....: 😁
2/12/20, 10:17 PM - Jeetu....: Krishan kant ka no
2/12/20, 10:17 PM - Jeetu....: Hai
2/12/20, 10:52 PM - Aditya T 10: <Media omitted>
2/15/20, 5:17 PM - Aditya T 10: Dost, I am playing Cricket, Knife-up, Pool etc and winning cash these days! Also got ₹50 as Joining Bonus. Come, lets play a match of Cricket on WinZO. Download from the link here https://winzogold.gsc.im/tbSndJoT7I Use Refer Code: APSD62B2
2/15/20, 9:44 PM - Jeetu....: https://docs.google.com/forms/d/e/1FAIpQLSeqzTEmM4en331TMZh1Hlex8y56C8jRlEH-nGm6WKhBc8udmQ/viewform
2/16/20, 9:31 PM - Jeetu....: https://youtu.be/6mt54YIb96g
2/16/20, 11:45 PM - Jeetu....: Kitna bacha hai
2/16/20, 11:46 PM - Aditya T 10: 400
2/16/20, 11:46 PM - Aditya T 10: Pail lei
2/17/20, 3:47 PM - Jeetu....: This is for Imprenditore Ecell rgpv
2/17/20, 3:47 PM - Jeetu....: Hola guys !! 
*IMPRENDITORE 3.0* is basically an internship fair having 30+ companies like Appointy, Rapido and many more. 

Venue : RGPV, Gandhinagar.
Date : 19-20 February.

*TICKET - 99/-*
There are many sub-events such as : 

✓ *Guest speaker session* - social media influencers, CEOs on some famous startups, describing their entrepreneurial journey.

✓ *Workshops* - on enchanting topics related to your career.

✓ *Internship fair* - 30+ companies to provide you internship based on your exam and personal interview.

✓ *Startup Trail* - A treasure hunt like game in college campus based on entrepreneurship.

✓ *Fun events, Food.* - Various fun games will be there.

✓  *A Performance.* - Artists/dancers/magician will be there for more fun.

✓ *Quizzards* - Some quick quizzes which can let you win cool prizes, food coupons, gift hampers and many more.

✓ *Movie screening* - A movie will be shown in RGPV Audi.




First of all visit ecellrgpv.com *>>*
Go to IMPRENDITORE section *>>*
Click on Register button *>>*
It will redirect you to the payment portal *>>

Or you can register yourself using offline Registrations conducted by your class representative.
2/17/20, 3:47 PM - Jeetu....: Hello !
2/17/20, 3:47 PM - Jeetu....: These companies are coming for internship fair..
2/17/20, 3:47 PM - Jeetu....: I am prashant soni from Uit rgpv
2/17/20, 3:47 PM - Jeetu....: So let me know your decision??
2/17/20, 3:47 PM - Jeetu....: If you are interested in internship fair and imprendetore 3.0,please complete your registration asap.
For more information contact me.
2/17/20, 3:47 PM - Jeetu....: <Media omitted>
2/17/20, 4:21 PM - Aditya T 10: http://dl.flipkart.com/dl/allen-solly-sneakers-men/p/itmf7gmdybb6ydhu?pid=SHOF7GMDEGF8YE8B&cmpid=product.share.pp
2/17/20, 10:36 PM - Jeetu....: https://docs.google.com/forms/d/e/1FAIpQLScQrOeWWkgPsRVfP0VeEMx7JNcqOd051K1IKJVKwNUQbSukjg/viewform




Who is willing can register now!!
2/17/20, 11:21 PM - Jeetu....: <Media omitted>
2/18/20, 9:41 PM - Aditya T 10: <Media omitted>
2/20/20, 10:50 AM - Aditya T 10: Aditya Pratap Singh lodhi
CSE 
Harshita Saini
IT
Abhishek Adarsh
CSE
Shailendra Sharma
CSE
Shruti Sahu
CSE
2/20/20, 10:51 AM - Jeetu....: Thik ha
2/20/20, 9:50 PM - Jeetu....: <Media omitted>
2/23/20, 7:13 PM - Jeetu....: <Media omitted>
2/23/20, 7:20 PM - Jeetu....: <Media omitted>
2/25/20, 1:37 PM - Jeetu....: Coupon
2/25/20, 1:38 PM - Jeetu....: Baca lena
2/25/20, 1:39 PM - Jeetu....: .
2/25/20, 1:39 PM - Aditya T 10: Kyu
2/25/20, 1:39 PM - Jeetu....: Kl krte hai
2/25/20, 1:39 PM - Aditya T 10: Laga dete hai kuch aur mai bana lenge
2/25/20, 1:39 PM - Jeetu....: Indrapuri me domino
2/25/20, 1:39 PM - Aditya T 10: Ajj phir complain mat kar
2/25/20, 1:39 PM - Aditya T 10: Kardenge
2/25/20, 1:40 PM - Jeetu....: Se karnge
2/25/20, 1:40 PM - Jeetu....: Bhaag bsdk
2/25/20, 1:40 PM - Aditya T 10: Abhi
2/25/20, 5:24 PM - Jeetu....: <Media omitted>
2/25/20, 8:31 PM - Aditya T 10: Viral!!! 3,291,417 people got Rs.500!↖↖↖
https://s.ucnews.in/d/5wL5i3GQ8bSr?pub=iact-YO1r2jAroG&actentry=activity_return&actstart=activity&actname=YO1r2jAroG
2/25/20, 10:16 PM - Jeetu....: <Media omitted>
2/26/20, 4:46 PM - Aditya T 10: The most precious person

The person that once was the most precious
Is now lost among millions of people forever.
The wound really is too deep.
It's time for us to forget each other.
 
Hold your breath for a second,
Feel how deep it is.
There is a war inside my head.
I don't accept anything I feel
After seeing you for the last time.
 
The person that once was the most precious
Is now lost among millions of people forever.
The wound really is too deep
It's time for us to forget each other 
 
I can hear your heartbeat at night,
There's you in every centimeter,
There's you in everythig i see.
I'll never be able to replace you.
The light inside me seems to fade.
I break down and call you again.
 
You say nothing,
I am noone to you now.
You'll never forgive me again.
 
The person that once was the most precious
Is now lost among millions of people forever.
The wound really is too deep
It's time for us to forget each other
2/26/20, 9:13 PM - Jeetu....: *Sign this petition for having no regular classes on all saturdays* 
http://www.lnct.tk/petition/
2/26/20, 11:26 PM - Aditya T 10: <Media omitted>
2/26/20, 11:26 PM - Aditya T 10: <Media omitted>
2/26/20, 11:26 PM - Aditya T 10: <Media omitted>
2/26/20, 11:26 PM - Aditya T 10: <Media omitted>
2/26/20, 11:26 PM - Aditya T 10: <Media omitted>
2/27/20, 8:33 AM - Jeetu....: <Media omitted>
2/27/20, 8:37 PM - Aditya T 10: <Media omitted>
2/27/20, 8:38 PM - Jeetu....: Bbye bi bi bi bi7 bi bi bb bb7 g bb hu gy
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
2/27/20, 9:57 PM - Aditya T 10: <Media omitted>
